,Sex,Education,Marital Status,Age,Credit Limit,Payment Score,Avg Outstanding,Avg Paid,PaySep,PayAug,PayJul,PayJun,PayMay,PayApr,Outstanding/Sept05,Outstanding/Aug05,Outstanding/Jul05,Outstanding/Jun05,Outstanding/May05,Outstanding/Apr05,Paid/Sept05,Paid/Aug05,Paid/Jul05,Paid/Jun05,Paid/May05,Paid/Apr05
4131,M,MSc or PHd,Single,33,80000,3.0,69390.5,2416.6666666666665,3,3,3,3,3,3,67206,65537,69361,67647,72524,74068,0,5500,0,6000,3000,0
4132,M,MSc or PHd,Single,32,140000,1.0,110791.16666666667,4747.5,1,1,1,1,1,1,130134,131475,137236,121914,71210,72778,5000,8000,5485,5000,3000,2000
4133,M,BSc,Single,32,70000,1.0,71689.83333333333,13940.666666666666,1,1,1,1,1,1,71336,70393,131412,63823,52339,40836,3609,2523,2441,3038,2029,70004
4134,M,BSc,Married,31,20000,2.8333333333333335,7883.333333333333,733.3333333333334,2,3,3,3,3,3,6313,6559,7789,8505,9212,8922,500,1500,1000,1000,0,400
4135,M,High School Diploma,Married,45,50000,-0.5,0.0,0.0,2,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0
4136,M,MSc or PHd,Single,33,30000,3.5,22872.166666666668,1000.0,5,4,3,3,3,3,22303,21657,21022,23661,22983,25607,0,0,3000,0,3000,0
4137,M,MSc or PHd,Married,33,230000,1.0,204276.0,7214.166666666667,1,1,1,1,1,1,213859,218094,225070,227528,121751,219354,9285,12000,9100,4600,4200,4100
4138,M,BSc,Other,48,50000,2.6666666666666665,44872.833333333336,2183.3333333333335,3,3,3,3,3,1,42850,42850,45741,45694,45645,46457,1000,3900,1000,1000,1700,4500
4139,M,BSc,Single,36,30000,2.1666666666666665,14543.666666666666,1000.0,2,3,3,3,1,1,13208,13692,14176,14642,15397,16147,1000,1000,1000,1000,1000,1000
4140,M,BSc,Single,37,160000,1.8333333333333333,95567.0,3114.6666666666665,2,3,3,1,1,1,99793,101325,98706,90457,90588,92533,4300,0,4200,3238,3400,3550
4141,M,BSc,Single,39,150000,1.3333333333333333,128936.16666666667,3433.8333333333335,3,1,1,1,1,1,155896,159891,164830,95000,98000,100000,5500,7103,3000,3000,2000,0
4142,M,BSc,Married,39,90000,3.0,30304.5,1850.0,3,3,3,3,3,3,26493,30034,29268,31776,32456,31800,4000,0,3000,1500,0,2600
4143,M,BSc,Married,41,90000,1.8333333333333333,88189.83333333333,3096.5,2,3,1,1,1,3,86699,84423,86173,87942,92756,91146,0,4008,4100,7200,0,3271
4144,M,High School Diploma,Single,43,300000,1.0,259169.0,11166.666666666666,1,1,1,1,1,1,303747,299685,279613,286449,191187,194333,11500,14000,20000,6500,8000,7000
4145,M,High School Diploma,Married,46,30000,1.5,20598.333333333332,1024.8333333333333,2,3,1,1,1,1,19523,18917,20004,21063,21416,22667,0,1700,1700,1000,1749,0
4146,M,BSc,Married,30,110000,2.5,62407.5,3583.3333333333335,3,1,1,4,3,3,54404,57503,66128,64477,65413,66520,4000,9600,0,2600,2300,3000
4147,M,BSc,Married,48,130000,3.5,126064.5,4226.5,4,3,3,3,4,4,120326,121877,118491,131444,133248,131001,5000,0,15000,5327,22,10
4148,M,BSc,Married,49,50000,1.0,34316.5,3583.3333333333335,1,1,1,1,1,1,33346,33536,34923,37192,39341,27561,2000,3500,3000,3000,5000,5000
4149,M,MSc or PHd,Single,31,290000,1.3333333333333333,30816.333333333332,1436.3333333333333,3,1,1,1,1,1,45021,44702,35181,28847,28131,3016,2700,1707,1800,0,0,2411
4150,M,MSc or PHd,Single,38,180000,2.0,119622.5,5216.666666666667,3,3,3,1,1,1,114091,124233,125768,126202,127677,99764,12100,5000,4200,3000,5000,2000
4151,M,BSc,Married,32,280000,3.0,209260.33333333334,6916.666666666667,3,3,3,3,3,3,204057,199262,211391,214343,215633,210876,0,18000,8000,7500,0,8000
4152,M,BSc,Single,38,100000,1.1666666666666667,46101.666666666664,2965.3333333333335,3,1,1,1,1,0,106989,98751,32099,18811,9960,10000,3910,1733,1000,1149,10000,0
4153,M,BSc,Single,30,50000,0.5,260.0,0.0,0,3,3,-1,-1,-1,780,780,0,0,0,0,0,0,0,0,0,0
4154,M,High School Diploma,Married,44,90000,-0.5,0.0,0.0,2,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0
4155,M,BSc,Married,35,50000,1.6666666666666667,7863.166666666667,866.6666666666666,1,1,3,3,1,1,5219,7633,8562,8276,8638,8851,2500,1200,0,500,500,500
4156,M,High School Diploma,Single,31,50000,3.1666666666666665,19258.0,1604.6666666666667,4,3,3,3,3,3,15208,14667,21204,21363,20722,22384,0,6828,800,0,2000,0
4157,M,High School Diploma,Married,41,50000,1.3333333333333333,7200.833333333333,1909.5,1,1,3,1,1,1,2602,12150,11670,12167,2210,2406,10000,0,1036,79,232,110
4158,M,MSc or PHd,Married,38,100000,2.6666666666666665,75790.83333333333,3066.6666666666665,3,3,3,3,3,1,72437,74645,76063,77224,75385,78991,4000,3200,3000,0,5000,3200
4159,M,BSc,Single,36,60000,3.0,50800.333333333336,2083.3333333333335,3,3,3,3,3,3,48547,49446,49857,50737,52602,53613,2000,1500,2000,3000,2000,2000
4160,M,High School Diploma,Single,34,110000,3.0,83624.83333333333,2939.3333333333335,3,3,3,3,3,3,86345,88492,81753,84368,80262,80529,4504,30,7000,2600,3500,2
4161,M,MSc or PHd,Single,34,40000,1.6666666666666667,39257.333333333336,1742.8333333333333,1,1,3,1,1,3,38849,40315,38401,39224,40364,38391,3600,0,2100,3226,0,1531
4162,M,High School Diploma,Married,47,50000,1.3333333333333333,34827.333333333336,1261.5,3,1,1,1,1,1,49386,49693,51136,20171,19286,19292,1818,2261,1296,672,688,834
4163,M,BSc,Single,32,350000,1.0,209403.83333333334,8376.0,1,1,1,1,1,1,227873,228009,220450,190173,192649,197269,10156,9000,8700,7000,7600,7800
4164,M,High School Diploma,Married,36,360000,-1.0,551.5,517.5,-1,-1,-1,-1,-1,-1,222,1256,-9,1840,0,0,1256,0,1849,0,0,0
4165,M,High School Diploma,Single,35,80000,1.3333333333333333,70922.66666666667,9333.166666666666,3,1,1,1,1,1,88027,85314,84147,59671,80941,27436,3264,4092,2400,43532,1511,1200
4166,M,MSc or PHd,Single,42,20000,3.6666666666666665,1050.0,0.0,4,3,3,4,4,4,1050,1050,1050,1050,1050,1050,0,0,0,0,0,0
4167,M,MSc or PHd,Single,41,250000,2.0,553.1666666666666,233.33333333333334,0,4,3,3,3,-1,173,173,1573,1400,0,0,0,1400,0,0,0,0
4168,M,MSc or PHd,Single,49,50000,1.0,23588.333333333332,4136.666666666667,1,1,1,1,1,1,48135,15317,12579,29035,17878,18586,1314,1506,19300,1000,1000,700
4169,M,BSc,Single,39,30000,3.8333333333333335,26074.333333333332,881.3333333333334,3,5,4,3,3,5,25999,25305,24624,23930,28807,27781,0,0,0,5288,0,0
4170,M,MSc or PHd,Married,38,240000,0.3333333333333333,416.6666666666667,0.0,3,3,-1,-1,-1,-1,2500,0,0,0,0,0,0,0,0,0,0,0
4171,M,BSc,Married,40,200000,2.5,168685.16666666666,7028.333333333333,1,1,4,3,3,3,154090,172516,168401,164199,174420,178485,21000,0,0,13000,7000,1170
4172,M,High School Diploma,Married,43,120000,3.1666666666666665,44698.0,2159.8333333333335,3,4,3,3,3,3,41439,42455,44872,45636,46388,47398,2000,3400,1800,1800,1900,2059
4173,M,BSc,Married,48,110000,2.3333333333333335,69515.83333333333,2735.3333333333335,3,3,3,1,1,3,65070,69480,67800,69182,73431,72132,5500,0,2512,5400,0,3000
4174,M,MSc or PHd,Married,36,240000,-1.0,0.0,0.0,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0
4175,M,BSc,Married,42,60000,2.6666666666666665,6790.333333333333,845.0,3,3,3,3,3,1,4136,6355,7604,7603,7332,7712,2300,1500,270,0,500,500
4176,M,BSc,Married,40,270000,1.0,47125.833333333336,2539.8333333333335,1,1,1,1,1,1,42598,44610,46666,48685,49574,50622,3036,3092,3111,2000,2000,2000
4177,M,MSc or PHd,Single,36,280000,0.5,4192.166666666667,2587.8333333333335,0,0,0,3,0,0,10831,4211,3057,1333,302,5419,4216,4585,0,302,5419,1005
4178,M,High School Diploma,Single,46,10000,3.6666666666666665,1050.0,0.0,4,3,3,4,4,4,1050,1050,1050,1050,1050,1050,0,0,0,0,0,0
4179,M,MSc or PHd,Single,32,190000,1.0,150359.66666666666,6645.666666666667,1,1,1,1,1,1,183594,191367,192221,136916,99307,98753,15000,7171,5427,4000,3518,4758
4180,M,MSc or PHd,Single,32,300000,1.5,16955.333333333332,11937.833333333334,1,1,3,3,0,1,8077,10566,11293,12000,3458,56338,2800,1200,1200,9427,55000,2000
4181,M,MSc or PHd,Married,36,110000,1.3333333333333333,38657.833333333336,1605.8333333333333,3,1,1,1,1,1,36152,37246,38340,39018,40122,41069,2000,2000,1500,1500,1500,1135
4182,M,MSc or PHd,Married,35,20000,1.8333333333333333,14906.666666666666,5291.666666666667,3,3,3,0,1,1,20547,17089,15824,17840,18140,0,1250,0,30000,500,0,0
4183,M,BSc,Married,41,210000,3.0,90024.5,3700.0,3,3,3,3,3,3,85639,87705,90376,90687,91888,93852,4200,4800,2500,3900,3400,3400
4184,M,BSc,Single,36,190000,1.0,120472.16666666667,4767.5,1,1,1,1,1,1,154456,142409,119290,99767,101761,105150,6176,5000,3815,3614,5000,5000
4185,M,High School Diploma,Married,38,60000,2.3333333333333335,28020.833333333332,1933.3333333333333,3,3,3,3,1,1,33044,32232,25086,24404,25212,28147,0,4000,0,1500,3500,2600
4186,M,BSc,Married,44,260000,1.3333333333333333,58223.166666666664,22516.833333333332,3,0,3,0,1,1,802,4541,3896,119498,109399,111203,4541,0,119498,3500,3983,3579
4187,M,BSc,Married,35,300000,1.3333333333333333,151449.66666666666,7133.333333333333,1,1,1,3,1,1,142378,146621,153217,154879,156692,154911,8000,10800,6000,6000,6000,6000
4188,M,BSc,Single,48,50000,1.3333333333333333,8484.166666666666,1416.6666666666667,1,1,1,1,3,1,4975,6878,8106,9962,9656,11328,2000,1500,2000,0,2000,1000
4189,M,BSc,Single,39,70000,3.0,37205.5,2017.5,3,3,3,3,3,3,33521,36303,37424,38512,37596,39877,3350,2000,2000,0,3055,1700
4190,M,BSc,Single,40,20000,3.0,10642.333333333334,920.5,2,3,3,3,4,3,8545,10177,10467,11987,11503,11175,1923,600,2000,0,0,1000
4191,M,BSc,Single,39,20000,1.0,15570.666666666666,1000.0,1,1,1,1,1,1,13231,14306,15370,16411,16839,17267,1300,1300,1300,700,700,700
4192,M,MSc or PHd,Other,50,300000,1.0,260720.83333333334,28534.333333333332,1,1,1,1,1,1,301731,230617,306116,291201,241557,193103,60000,80006,10523,8565,8700,3412
4193,M,BSc,Single,51,120000,1.6666666666666667,116829.16666666667,17271.5,3,3,1,1,1,1,137965,128953,126516,123530,95921,88090,0,4940,4806,4107,4026,85750
4194,M,MSc or PHd,Married,53,230000,-0.5,0.0,0.0,2,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0
4195,M,BSc,Married,49,20000,2.3333333333333335,16927.166666666668,1405.6666666666667,3,3,3,3,1,1,13380,13264,19195,18497,18160,19067,400,6180,0,454,1000,400
4196,M,BSc,Married,53,80000,2.3333333333333335,9197.333333333334,867.1666666666666,3,3,3,3,1,1,6469,8947,9853,9546,9890,10479,2600,1200,0,503,900,0
4197,M,BSc,Married,54,50000,3.1666666666666665,37288.166666666664,1756.0,3,3,3,4,3,3,35068,34205,39148,38233,37318,39757,0,5500,0,0,3036,2000
4198,M,BSc,Married,50,190000,2.8333333333333335,21151.833333333332,1166.6666666666667,2,3,3,3,3,3,19871,19259,21734,21087,22732,22228,0,3100,0,2000,0,1900
4199,M,BSc,Married,47,50000,1.3333333333333333,13131.833333333334,1133.3333333333333,3,1,1,1,1,1,10492,11913,13012,13789,14560,15025,1600,1600,1300,1000,700,600
4200,M,BSc,Single,52,30000,1.6666666666666667,29094.166666666668,1322.6666666666667,3,3,1,1,1,1,30119,28682,29058,29320,29787,27599,0,1803,1733,1200,1200,2000
4201,M,MSc or PHd,Married,60,100000,1.8333333333333333,5567.5,1050.5,1,1,4,3,1,1,4814,8311,8031,5790,3860,2599,3591,0,0,0,0,2712
4202,M,High School Diploma,Married,54,10000,3.5,8571.5,833.3333333333334,5,4,3,3,3,3,7936,7662,8386,9069,9966,8410,0,1000,1000,1000,0,2000
4203,M,BSc,Married,66,210000,0.6666666666666666,520.0,390.0,0,3,0,0,0,1,780,390,390,390,780,390,0,780,390,780,0,390
4204,M,BSc,Married,61,20000,4.0,18792.0,787.6666666666666,4,5,4,3,3,5,18618,18040,17471,16893,21318,20412,0,0,0,4726,0,0
4205,M,BSc,Married,53,90000,0.8333333333333334,26430.833333333332,1824.3333333333333,0,1,1,1,1,1,24782,26302,27465,27943,26152,25941,3000,3000,2000,1000,936,1010
4206,M,BSc,Married,53,200000,0.0,1612.1666666666667,1612.1666666666667,2,0,0,-1,-1,0,0,2920,0,0,0,6753,2920,0,0,0,6753,0
4207,M,BSc,Other,47,70000,1.3333333333333333,32957.833333333336,2130.6666666666665,1,1,1,3,1,1,27847,29073,34578,33723,35156,37370,2000,6000,0,2000,2784,0
4208,M,High School Diploma,Married,58,180000,3.0,38030.5,1717.5,3,3,3,3,3,3,36086,37196,36322,38808,39474,40297,2000,0,3405,1600,1600,1700
4209,M,BSc,Married,59,170000,3.0,46786.0,1633.3333333333333,3,3,3,3,3,3,44619,45386,46365,47304,47727,49315,1800,2000,2000,1500,2500,0
4210,M,High School Diploma,Married,54,30000,1.3333333333333333,16033.833333333334,1170.0,1,1,1,1,1,3,13693,14757,15815,16788,17787,17363,1600,1600,1540,1580,0,700
4211,F,High School Diploma,Married,33,80000,0.5,525.6666666666666,593.6666666666666,0,3,0,0,0,0,780,390,814,390,390,390,0,814,390,390,390,1578
4212,M,BSc,Married,66,200000,0.5,518.1666666666666,454.5,0,0,3,0,0,0,389,778,389,389,389,775,779,391,390,390,776,1
4213,M,High School Diploma,Single,54,360000,-1.0,0.0,0.0,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0
4214,F,High School Diploma,Married,31,20000,1.5,16754.0,690.3333333333334,2,3,1,1,1,1,15903,15350,16438,17250,17601,17982,0,1343,1155,506,538,600
4215,F,MSc or PHd,Single,26,50000,-0.16666666666666666,540.5,208.66666666666666,1,0,0,0,-1,-1,4197,934,252,-570,-570,-1000,1000,252,0,0,0,0
4216,F,BSc,Single,24,180000,0.0,316.0,316.0,0,0,0,0,0,0,316,316,316,316,316,316,316,316,316,316,316,316
4217,F,BSc,Married,22,50000,1.0,37975.5,1330.0,1,1,1,1,1,1,48560,49644,47247,42541,19716,20145,2000,2003,1298,1000,800,879
4218,F,BSc,Married,29,20000,1.0,7647.166666666667,798.8333333333334,1,1,1,1,1,1,5586,6599,7615,8472,8640,8971,1268,1284,1141,309,470,321
4219,F,BSc,Married,25,40000,1.3333333333333333,40495.666666666664,2481.3333333333335,1,1,1,1,1,3,40633,40633,40311,39380,41389,40628,1950,4300,2000,2938,0,3700
4220,F,MSc or PHd,Single,33,200000,0.8333333333333334,82173.66666666667,41738.666666666664,1,0,1,1,1,1,8819,8565,14567,157631,143678,159782,8656,14040,154888,12848,50000,10000
4221,F,BSc,Single,23,70000,1.0,45939.333333333336,1746.5,1,1,1,1,1,1,64882,63824,63352,28085,28487,27006,2782,2700,1732,1134,1128,1003
4222,F,BSc,Single,22,20000,2.1666666666666665,8668.333333333334,870.8333333333334,3,3,1,1,1,4,6900,6643,7872,9077,10989,10529,0,1500,1500,2225,0,0
4223,F,MSc or PHd,Single,22,50000,1.1666666666666667,5287.833333333333,5956.666666666667,1,1,1,3,1,0,3560,4582,7692,12048,3750,95,1090,3200,0,2000,95,29355
4224,F,High School Diploma,Single,23,50000,0.3333333333333333,12249.333333333334,8132.0,0,0,0,0,1,1,3237,5365,8263,14054,22071,20506,5389,8276,14075,15022,3012,3018
4225,F,BSc,Single,22,20000,0.5,2746.0,1130.0,1,0,3,0,0,-1,10294,3203,199,2780,0,0,4000,0,2780,0,0,0
4226,F,BSc,Single,22,20000,2.8333333333333335,8526.0,468.1666666666667,3,5,4,3,1,1,8628,8350,8076,7798,8110,10194,0,0,0,441,2368,0
4227,F,BSc,Single,22,20000,1.8333333333333333,13951.5,1183.3333333333333,2,3,3,1,1,1,15706,15757,15436,16331,10229,10250,1000,1000,1200,900,700,2300
4228,F,BSc,Single,22,50000,1.5,33028.0,1296.6666666666667,2,3,1,1,1,1,44980,41140,31888,28639,26737,24784,7,1580,1621,1020,2473,1079
4229,F,BSc,Single,22,80000,-0.3333333333333333,5594.5,5386.666666666667,0,0,0,0,-1,-1,1247,0,32320,0,0,0,0,32320,0,0,0,0
4230,F,BSc,Single,22,30000,2.0,28616.5,1559.0,1,1,1,3,3,3,26568,27556,29963,28835,30174,28603,1762,3500,0,2297,40,1755
4231,F,High School Diploma,Married,23,30000,2.3333333333333335,16799.666666666668,1116.6666666666667,3,3,3,1,1,3,15003,15955,15410,17149,18362,18919,1500,0,2000,1500,1000,700
4232,F,MSc or PHd,Single,23,50000,0.8333333333333334,32154.833333333332,11817.0,1,1,1,1,1,0,40756,48482,47226,11151,-2897,48211,10000,2500,3002,1500,52000,1900
4233,F,MSc or PHd,Single,23,30000,0.6666666666666666,7867.833333333333,1073.3333333333333,1,1,1,1,0,0,20958,12186,5754,5070,759,2480,1092,1109,1000,759,2480,0
4234,F,MSc or PHd,Single,23,60000,3.0,29876.666666666668,1751.5,3,3,3,3,3,3,26596,29332,28577,30805,31601,32349,3500,0,2709,1600,1400,1300
4235,F,BSc,Married,28,30000,2.3333333333333335,24306.333333333332,2100.0,3,3,3,3,1,1,21588,20942,23691,23012,26105,30500,0,3100,0,3500,5000,1000
4236,F,High School Diploma,Single,22,50000,1.3333333333333333,1361.3333333333333,566.1666666666666,3,0,0,3,1,1,1261,1261,2136,1560,1170,780,1261,2136,0,0,0,0
4237,F,BSc,Single,22,50000,2.0,42362.0,1266.6666666666667,3,3,3,1,1,1,49559,49548,50148,48910,29848,26159,1100,1700,1500,1000,1000,1300
4238,F,High School Diploma,Single,23,30000,1.0,26769.333333333332,2000.0,1,1,1,1,1,1,28371,28238,28963,29991,22876,22177,2000,2000,2000,2000,2000,2000
4239,F,MSc or PHd,Single,23,80000,-0.16666666666666666,438.1666666666667,438.1666666666667,2,-1,-1,-1,0,0,0,0,0,0,826,1803,0,0,0,826,1803,0
4240,F,BSc,Single,24,230000,0.16666666666666666,2428.3333333333335,2430.5,0,0,0,0,0,1,160,237,436,12488,932,317,237,586,12511,1249,0,0
4241,F,MSc or PHd,Single,24,90000,2.3333333333333335,12856.833333333334,1416.6666666666667,3,3,3,3,1,1,14085,13558,12193,12986,11831,12488,0,2000,1300,700,1000,3500
4242,F,BSc,Single,24,290000,1.0,224532.5,45537.0,1,1,1,1,1,1,262476,180959,162007,143679,375499,222575,8000,6500,6100,235075,10047,7500
4243,F,MSc or PHd,Single,24,20000,2.0,19117.166666666668,1297.8333333333333,-1,3,3,3,3,1,18252,19650,19054,20285,19563,17899,2000,0,2000,0,356,3431
4244,F,BSc,Single,25,20000,1.0,12599.5,855.6666666666666,3,1,1,1,1,-1,18696,20086,20285,16530,0,0,1705,1418,2011,0,0,0
4245,F,BSc,Single,22,30000,2.6666666666666665,30158.166666666668,1198.5,3,3,3,3,3,1,29412,27559,31090,31247,30493,31148,0,4000,1000,0,1100,1091
4246,F,BSc,Single,24,40000,1.3333333333333333,21317.5,1137.8333333333333,3,1,1,1,1,1,19012,20018,21047,22360,22499,22969,1326,1355,1668,807,834,837
4247,F,BSc,Single,25,160000,0.6666666666666666,1029.3333333333333,1776.3333333333333,2,0,1,1,1,-1,0,1000,2043,3133,0,0,1000,1043,1133,0,0,7482
4248,F,BSc,Single,23,50000,1.3333333333333333,36248.166666666664,1583.0,3,1,1,1,1,1,33999,34997,36030,36740,37469,38254,1867,1900,1610,1339,1387,1395
4249,F,MSc or PHd,Single,23,160000,0.8333333333333334,47804.5,1817.3333333333333,1,1,1,1,1,0,77947,78960,79594,49777,327,222,4000,3000,1000,0,222,2682
4250,F,BSc,Single,24,50000,1.6666666666666667,38437.5,1733.3333333333333,3,1,1,1,1,3,35845,36449,37858,38924,41170,40379,1500,2000,2000,3200,0,1700
4251,F,High School Diploma,Single,26,30000,2.8333333333333335,13653.0,1050.0,2,3,3,3,3,3,11167,13281,13773,14647,14713,14337,2600,1000,1400,600,0,700
4252,F,BSc,Married,25,200000,1.0,109742.83333333333,4131.0,1,1,1,1,1,1,108174,111378,113751,110828,110592,103734,5000,4200,3820,4000,3760,4006
4253,F,BSc,Single,22,20000,1.6666666666666667,15416.5,1351.0,1,1,1,1,3,3,12932,13940,14654,16712,16149,18112,1532,1246,2304,0,2390,634
4254,F,BSc,Single,24,100000,2.1666666666666665,85138.33333333333,3066.6666666666665,3,4,3,1,1,1,84098,83160,81265,83012,84933,94362,1000,0,3100,3300,11000,0
4255,F,MSc or PHd,Single,26,20000,2.8333333333333335,19095.333333333332,675.5,2,3,3,3,3,3,18194,19043,18451,19961,19229,19694,1446,0,1956,0,651,0
4256,F,BSc,Married,25,20000,-0.5,0.0,0.0,2,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0
4257,F,MSc or PHd,Single,26,130000,-1.0,923.8333333333334,898.1666666666666,-1,-1,-1,-1,-1,-1,1815,3520,727,-173,-173,-173,3532,857,1000,0,0,0
4258,F,High School Diploma,Married,26,50000,2.0,42650.666666666664,1374.3333333333333,3,3,3,1,1,1,50002,51190,47959,49099,28540,29114,2330,0,2470,1215,1231,1000
4259,F,MSc or PHd,Single,23,20000,1.0,19256.333333333332,1850.0,1,1,1,1,1,1,15781,20124,19423,20140,19991,20079,5000,2000,1500,1000,600,1000
4260,F,BSc,Married,47,210000,0.0,2803.3333333333335,3874.6666666666665,0,0,0,0,0,0,2295,561,2607,3586,3676,4095,566,2617,3591,3680,4095,8699
4261,F,MSc or PHd,Married,25,50000,0.6666666666666666,32942.0,1132.3333333333333,1,1,1,1,1,-1,48294,48993,50702,49663,0,0,1805,2514,2475,0,0,0
4262,F,BSc,Single,26,50000,1.0,23450.166666666668,1473.5,3,1,1,1,0,0,48510,48217,25192,15741,3041,0,1800,3000,1000,3041,0,0
4263,F,MSc or PHd,Single,26,40000,0.6666666666666666,4567.166666666667,1351.8333333333333,1,1,1,1,0,0,6223,7944,8961,3090,390,795,2000,1196,1000,1950,795,1170
4264,F,BSc,Married,23,20000,1.3333333333333333,14834.666666666666,1087.6666666666667,1,1,3,1,1,1,12483,15032,14506,15516,15561,15910,3071,0,1555,600,600,700
4265,F,MSc or PHd,Single,24,80000,1.3333333333333333,7533.5,857.0,1,1,1,3,1,1,4711,5737,8818,8471,8644,8820,1266,3347,0,173,176,180
4266,F,BSc,Single,22,70000,1.0,62174.333333333336,2245.3333333333335,1,1,1,1,1,1,66505,67514,69038,69927,50579,49483,2501,3001,2608,1777,1792,1793
4267,F,BSc,Married,24,60000,1.6666666666666667,27683.333333333332,998.5,3,3,1,1,1,1,28600,27073,27396,27499,28060,27472,0,1460,1439,1000,1014,1078
4268,F,BSc,Single,24,20000,1.8333333333333333,5210.166666666667,787.3333333333334,3,1,1,1,1,4,2968,3980,5075,5979,6796,6463,1223,1318,1183,1000,0,0
4269,F,MSc or PHd,Single,26,40000,3.0,27799.833333333332,1150.0,3,3,3,3,3,3,26487,27255,26532,29089,28522,28914,1500,0,3000,200,1000,1200
4270,F,MSc or PHd,Single,26,100000,0.0,123.0,168.5,0,0,0,0,0,0,123,123,123,123,123,123,123,123,123,123,123,396
4271,F,MSc or PHd,Single,24,50000,1.0,37110.333333333336,2003.0,1,1,1,1,1,1,33879,35211,36263,37061,37943,42305,1900,1918,1700,1500,5000,0
4272,F,BSc,Married,25,20000,2.3333333333333335,9861.0,716.5,3,3,3,3,1,1,11202,12228,12738,11207,6720,5071,1500,1005,0,511,1283,0
4273,F,MSc or PHd,Single,24,150000,-1.0,483.5,0.0,-1,-1,-1,-1,-1,-1,2901,0,0,0,0,0,0,0,0,0,0,0
4274,F,MSc or PHd,Single,27,160000,-1.0,3432.1666666666665,3738.5,-1,-1,-1,-1,-1,-1,717,3265,5105,3326,5482,2698,3269,5109,3328,5494,2864,2367
4275,F,MSc or PHd,Single,25,50000,1.3333333333333333,43080.0,2633.3333333333335,1,1,3,1,1,1,40067,43099,42133,43127,44210,45844,4000,0,2000,1800,2500,5500
4276,F,BSc,Single,25,70000,1.5,7009.333333333333,765.1666666666666,2,3,1,1,1,1,5412,5177,6291,9085,9270,6821,0,1206,3000,185,200,0
4277,F,BSc,Single,24,250000,0.16666666666666666,13883.0,3991.5,-1,-1,0,1,1,1,0,0,19449,20623,21283,21943,0,19449,1500,1000,1000,1000
4278,F,MSc or PHd,Single,22,20000,1.5,17259.833333333332,2235.5,2,3,1,1,1,1,19849,15995,16572,15556,18268,17319,0,4000,1238,4500,675,3000
4279,F,MSc or PHd,Married,24,50000,1.3333333333333333,16831.833333333332,1047.8333333333333,1,1,3,1,1,1,14345,16927,16366,17380,17876,18097,2836,0,1289,785,657,720
4280,F,MSc or PHd,Single,25,80000,3.1666666666666665,48605.833333333336,2316.6666666666665,4,3,3,3,3,3,45031,47087,48833,47750,50950,51984,3100,2800,0,4000,2000,2000
4281,F,MSc or PHd,Single,25,140000,0.8333333333333334,5004.166666666667,1436.6666666666667,0,1,1,1,1,1,2555,4502,6259,7115,8135,1459,2000,2000,1000,1020,100,2500
4282,F,MSc or PHd,Single,24,50000,1.3333333333333333,27251.333333333332,1125.8333333333333,3,1,1,1,1,1,43878,42490,36540,16077,12134,12389,2068,2065,1246,450,451,475
4283,F,BSc,Single,26,30000,1.6666666666666667,25286.166666666668,2046.5,3,1,1,3,1,1,22364,23732,30699,29727,28834,16361,1753,8500,9,700,1179,138
